459
404.74114614700005
589664.0724252327
1 1 6 0.000000 9.752265
2 35 6 246.901370 291.684018
3 20 6 324.492889 363.633421
4 2 6 0.000000 24.837267
5 28 6 288.406837 299.719134
6 16 6 252.607578 273.854213
7 28 6 154.732550 187.852447
8 6 6 277.141643 288.917484
9 19 6 378.905652 404.741146
10 24 6 337.795349 339.243078
11 24 6 238.790626 254.906181
12 31 6 161.330292 175.481465
13 3 6 0.000000 28.321456
14 4 6 0.000000 46.131654
15 5 6 0.000000 9.052683
16 6 6 0.000000 32.486736
17 7 6 0.000000 14.607036
18 8 6 0.000000 43.780672
19 9 6 0.000000 45.303519
20 10 6 277.457203 316.776234
21 2 6 157.536673 161.737308
22 10 6 0.000000 44.289960
23 1 6 288.996152 308.394615
24 11 6 0.000000 10.252502
25 15 6 161.330292 192.158733
26 12 6 0.000000 2.268198
27 13 6 0.000000 35.788044
28 2 6 161.737308 201.024373
29 14 6 0.000000 8.962126
30 15 6 0.000000 22.863596
31 33 6 162.480611 192.969128
32 29 6 163.510695 186.739683
33 16 6 0.000000 43.760654
34 17 6 0.000000 0.524397
35 24 6 164.679880 168.791728
36 18 6 0.000000 7.689459
37 19 6 0.000000 2.656691
38 20 6 0.000000 1.655379
39 14 6 350.518474 377.609415
40 21 6 0.000000 23.671208
41 22 6 0.000000 37.087625
42 13 6 164.761189 199.004038
43 23 6 0.000000 3.387742
44 15 6 282.484227 308.230812
45 20 6 283.423260 324.492889
46 34 6 290.148997 292.774933
47 12 6 239.862559 261.694279
48 24 6 0.000000 28.836512
49 25 6 0.000000 15.251925
50 16 6 167.538246 209.618785
51 26 6 0.000000 19.343926
52 15 6 308.230812 330.098273
53 27 6 0.000000 16.334932
54 28 6 0.000000 19.027403
55 13 6 260.711268 309.984824
56 4 6 269.672688 307.018506
57 23 6 319.539689 320.887501
58 19 6 249.375596 290.602938
59 29 6 0.000000 13.176741
60 30 6 301.449160 340.817699
61 23 6 167.778132 183.787106
62 27 6 168.724301 194.902046
63 27 6 288.406837 291.499595
64 30 6 241.657175 254.740097
65 27 6 241.928669 286.770805
66 30 6 0.000000 20.002108
67 31 6 0.000000 26.606528
68 32 6 0.000000 49.398705
69 33 6 0.000000 30.312367
70 24 6 168.791728 215.458598
71 34 6 0.000000 37.304163
72 35 6 0.000000 22.087702
73 17 6 0.524397 25.061852
74 20 6 1.655379 26.598790
75 12 6 2.268198 47.499559
76 6 6 169.513728 213.573111
77 10 6 251.841275 255.907993
78 19 6 2.656691 22.880195
79 15 6 252.607578 282.484227
80 23 6 3.387742 39.350204
81 2 6 254.191836 272.416886
82 1 6 316.776234 342.405563
83 18 6 7.689459 30.518236
84 14 6 8.962126 48.552059
85 5 6 9.052683 56.137317
86 1 6 9.752265 41.180455
87 11 6 10.252502 14.486584
88 29 6 13.176741 42.516185
89 11 6 320.887501 324.466548
90 11 6 14.486584 59.139748
91 11 6 169.916743 211.485861
92 5 6 319.475397 367.409445
93 34 6 246.029123 283.475370
94 9 6 288.406837 325.677935
95 13 6 315.393870 362.450960
96 7 6 14.607036 44.634873
97 34 6 171.546511 208.586951
98 25 6 15.251925 48.463349
99 27 6 16.334932 58.532087
100 25 6 171.658069 215.260666
101 28 6 19.027403 56.400058
102 25 6 342.405563 381.811471
103 26 6 19.343926 56.234872
104 3 6 256.973709 298.262207
105 30 6 20.002108 52.864432
106 9 6 246.901370 257.122487
107 35 6 22.087702 50.138351
108 7 6 172.253159 177.014317
109 19 6 172.575291 177.368279
110 22 6 174.913657 224.633359
111 15 6 22.863596 68.993762
112 25 6 246.910501 269.666219
113 22 6 316.776234 360.040182
114 19 6 22.880195 28.374701
115 4 6 174.971856 223.782122
116 20 6 175.003892 218.742064
117 32 6 248.453788 297.834886
118 22 6 249.375596 266.184036
119 21 6 23.671208 26.062036
120 12 6 313.080530 347.190425
121 2 6 24.837267 58.789722
122 17 6 25.061852 65.914656
123 5 6 189.002128 194.635650
124 31 6 175.481465 183.375132
125 7 6 177.014317 184.462093
126 21 6 177.311240 180.989197
127 17 6 251.841275 288.996152
128 33 6 252.607578 292.595054
129 19 6 177.368279 186.462289
130 11 6 252.842519 295.917559
131 12 6 178.561410 208.041050
132 21 6 26.062036 34.394524
133 20 6 26.598790 59.869873
134 31 6 26.606528 75.001234
135 3 6 28.321456 41.881862
136 19 6 28.374701 57.246027
137 30 6 178.619689 214.433349
138 26 6 312.750334 318.991886
139 24 6 28.836512 48.849536
140 33 6 30.312367 55.085662
141 14 6 178.991226 220.151062
142 6 6 288.917484 298.849198
143 26 6 179.556061 194.131887
144 6 6 254.191836 255.985116
145 35 6 179.954585 184.457822
146 21 6 180.989197 198.440184
147 18 6 30.518236 69.953447
148 1 6 254.692378 258.413021
149 17 6 308.058871 332.943284
150 6 6 32.486736 72.394273
151 18 6 297.440114 337.795349
152 21 6 34.394524 77.719968
153 13 6 35.788044 51.323863
154 30 6 254.740097 285.499913
155 19 6 297.440114 315.155283
156 22 6 37.087625 56.121600
157 31 6 183.375132 191.986679
158 34 6 37.304163 81.865421
159 23 6 39.350204 50.265451
160 1 6 41.180455 90.390673
161 3 6 41.881862 73.197217
162 32 6 183.399845 186.773508
163 18 6 183.707810 188.736781
164 5 6 256.973709 259.148804
165 23 6 183.787106 226.377041
166 29 6 42.516185 73.932343
167 35 6 184.457822 227.378889
168 24 6 273.404372 307.043822
169 7 6 184.462093 189.280233
170 33 6 340.793299 370.922384
171 3 6 185.617963 235.253377
172 16 6 43.760654 78.543258
173 16 6 342.064776 378.905652
174 8 6 43.780672 91.159913
175 10 6 44.289960 73.817343
176 7 6 44.634873 81.703685
177 9 6 45.303519 69.937212
178 19 6 186.462289 189.150979
179 7 6 254.961314 304.182234
180 4 6 46.131654 79.187405
181 29 6 186.739683 224.584541
182 12 6 47.499559 51.995614
183 25 6 48.463349 77.650495
184 14 6 48.552059 55.523950
185 32 6 186.773508 220.718270
186 24 6 48.849536 70.604392
187 10 6 272.877454 277.457203
188 32 6 49.398705 49.916700
189 6 6 255.985116 273.666938
190 31 6 256.973709 296.481073
191 9 6 260.711268 288.406837
192 19 6 315.155283 325.442450
193 32 6 49.916700 89.852811
194 35 6 50.138351 91.688010
195 23 6 50.265451 92.783799
196 13 6 51.323863 85.394797
197 27 6 291.499595 301.299333
198 12 6 51.995614 61.960830
199 30 6 52.864432 97.743126
200 33 6 55.085662 80.557482
201 1 6 258.413021 280.758924
202 14 6 55.523950 92.050328
203 22 6 56.121600 81.585512
204 28 6 187.852447 233.249982
205 5 6 56.137317 88.887179
206 26 6 56.234872 103.137752
207 28 6 56.400058 89.688598
208 19 6 57.246027 99.627787
209 27 6 58.532087 90.091802
210 2 6 58.789722 103.702121
211 11 6 59.139748 85.492971
212 20 6 59.869873 73.514646
213 12 6 61.960830 111.646920
214 5 6 259.148804 287.182684
215 17 6 65.914656 68.121223
216 18 6 188.736781 236.791895
217 17 6 68.121223 109.702057
218 10 6 189.002128 199.082640
219 15 6 68.993762 114.127217
220 9 6 69.937212 79.992445
221 18 6 69.953447 96.428991
222 31 6 337.795349 364.045089
223 21 6 259.827463 276.083679
224 24 6 70.604392 99.529458
225 6 6 72.394273 84.110033
226 14 6 260.711268 308.058871
227 3 6 73.197217 76.347642
228 19 6 189.150979 222.245945
229 20 6 73.514646 101.457885
230 10 6 73.817343 108.935921
231 29 6 73.932343 110.555512
232 31 6 75.001234 106.539496
233 7 6 189.280233 217.586222
234 3 6 76.347642 110.756905
235 17 6 189.301186 209.411555
236 25 6 77.650495 125.217083
237 21 6 77.719968 82.038573
238 16 6 78.543258 87.665828
239 1 6 189.569008 207.974257
240 12 6 261.694279 299.021676
241 8 6 190.205142 225.410808
242 4 6 79.187405 87.022666
243 29 6 262.248448 297.440114
244 28 6 264.781665 268.732238
245 35 6 291.684018 320.743122
246 31 6 191.986679 212.928785
247 22 6 266.184036 291.830578
248 9 6 79.992445 84.020368
249 33 6 80.557482 94.087513
250 22 6 81.585512 103.087093
251 15 6 192.158733 205.759243
252 7 6 81.703685 95.600705
253 33 6 192.969128 216.033747
254 9 6 193.267979 219.710805
255 34 6 81.865421 86.983360
256 21 6 82.038573 114.917787
257 9 6 84.020368 88.946494
258 6 6 84.110033 130.544755
259 13 6 85.394797 98.309845
260 11 6 85.492971 123.849519
261 26 6 194.131887 199.881387
262 5 6 194.635650 205.852317
263 34 6 86.983360 135.802971
264 27 6 194.902046 237.656240
265 22 6 292.595054 304.029122
266 26 6 266.274090 270.953315
267 21 6 198.440184 219.810833
268 4 6 87.022666 109.627437
269 16 6 87.665828 93.358578
270 13 6 199.004038 200.243764
271 10 6 199.082640 226.475628
272 5 6 88.887179 121.269302
273 28 6 268.732238 273.642481
274 20 6 268.886913 283.423260
275 9 6 88.946494 102.876007
276 28 6 89.688598 137.052950
277 32 6 89.852811 133.993035
278 27 6 90.091802 119.587678
279 26 6 199.881387 235.949617
280 1 6 90.390673 100.835197
281 8 6 91.159913 128.392908
282 35 6 91.688010 138.209489
283 14 6 92.050328 133.873676
284 33 6 292.595054 313.080530
285 7 6 315.725879 342.658656
286 9 6 342.405563 382.055098
287 25 6 269.666219 319.475397
288 23 6 92.783799 130.141705
289 23 6 269.672688 283.746139
290 16 6 93.358578 139.258854
291 33 6 94.087513 108.385175
292 7 6 95.600705 112.641705
293 13 6 200.243764 239.887540
294 18 6 96.428991 144.361192
295 30 6 97.743126 115.241061
296 2 6 201.024373 244.435424
297 34 6 292.774933 305.705662
298 10 6 316.776234 363.026126
299 13 6 98.309845 112.490551
300 24 6 99.529458 105.746112
301 19 6 99.627787 119.292326
302 15 6 205.759243 214.283955
303 1 6 100.835197 136.732653
304 20 6 101.457885 132.844547
305 11 6 342.405563 361.631190
306 2 6 293.824132 342.064776
307 9 6 102.876007 145.306723
308 26 6 324.492889 364.652077
309 22 6 103.087093 128.028188
310 26 6 103.137752 131.948952
311 11 6 295.917559 308.423784
312 2 6 103.702121 145.969857
313 24 6 105.746112 117.361119
314 5 6 205.852317 225.546118
315 31 6 106.539496 131.170433
316 1 6 207.974257 254.692378
317 31 6 296.481073 315.393870
318 33 6 108.385175 123.023401
319 12 6 208.041050 239.862559
320 10 6 108.935921 115.774728
321 4 6 109.627437 134.957725
322 25 6 319.475397 325.480896
323 17 6 109.702057 123.415016
324 8 6 319.539689 354.236564
325 29 6 110.555512 144.754235
326 26 6 270.953315 304.546650
327 34 6 208.586951 246.029123
328 29 6 297.834886 340.793299
329 3 6 110.756905 136.383794
330 17 6 209.411555 251.841275
331 16 6 209.618785 238.400854
332 32 6 297.834886 324.366374
333 11 6 211.485861 252.842519
334 12 6 111.646920 142.909754
335 13 6 112.490551 119.220208
336 31 6 212.928785 256.973709
337 6 6 213.573111 254.191836
338 7 6 112.641705 132.062032
339 15 6 114.127217 121.914110
340 21 6 114.917787 136.179871
341 30 6 115.241061 143.834542
342 35 6 320.743122 321.471979
343 15 6 214.283955 243.813578
344 2 6 272.416886 293.824132
345 10 6 115.774728 145.598590
346 24 6 117.361119 128.222031
347 30 6 214.433349 227.574206
348 13 6 119.220208 164.761189
349 18 6 273.404372 290.148997
350 19 6 119.292326 132.979940
351 27 6 119.587678 131.329881
352 5 6 121.269302 148.895128
353 23 6 320.887501 348.903029
354 8 6 273.404372 319.539689
355 25 6 215.260666 246.910501
356 3 6 307.018506 330.550774
357 15 6 121.914110 161.330292
358 24 6 215.458598 220.316983
359 33 6 216.033747 252.607578
360 28 6 273.642481 277.039994
361 15 6 342.405563 367.740203
362 6 6 308.058871 339.690141
363 6 6 273.666938 277.141643
364 33 6 123.023401 162.480611
365 7 6 217.586222 219.671475
366 17 6 123.415016 124.155037
367 11 6 123.849519 132.343782
368 17 6 124.155037 136.427007
369 25 6 125.217083 126.377960
370 12 6 308.058871 311.136545
371 20 6 218.742064 230.420440
372 7 6 219.671475 237.317240
373 9 6 219.710805 225.321954
374 21 6 219.810833 259.827463
375 14 6 220.151062 260.711268
376 24 6 220.316983 238.790626
377 25 6 126.377960 148.739865
378 22 6 128.028188 174.913657
379 24 6 128.222031 144.792096
380 8 6 128.392908 136.309878
381 28 6 299.719134 342.729646
382 23 6 130.141705 145.917489
383 6 6 130.544755 169.513728
384 31 6 131.170433 156.279026
385 32 6 220.718270 248.453788
386 35 6 340.817699 365.624877
387 19 6 222.245945 241.580590
388 27 6 131.329881 168.724301
389 26 6 131.948952 140.476355
390 4 6 223.782122 240.231413
391 29 6 224.584541 262.248448
392 22 6 224.633359 249.375596
393 7 6 132.062032 145.729917
394 27 6 301.299333 344.001963
395 11 6 132.343782 169.916743
396 9 6 225.321954 226.854568
397 20 6 132.844547 175.003892
398 21 6 301.449160 332.861137
399 19 6 132.979940 140.461995
400 8 6 225.410808 273.404372
401 14 6 133.873676 178.991226
402 32 6 133.993035 135.463546
403 4 6 134.957725 174.971856
404 5 6 225.546118 254.872519
405 16 6 273.854213 275.962719
406 32 6 135.463546 183.399845
407 34 6 135.802971 171.546511
408 21 6 136.179871 177.311240
409 8 6 136.309878 148.080902
410 22 6 309.984824 310.725511
411 23 6 226.377041 269.672688
412 7 6 304.182234 315.725879
413 3 6 136.383794 185.617963
414 17 6 136.427007 145.128181
415 1 6 136.732653 149.199125
416 10 6 226.475628 242.308848
417 28 6 137.052950 154.732550
418 9 6 226.854568 246.901370
419 35 6 138.209489 154.562895
420 16 6 139.258854 153.934237
421 19 6 140.461995 172.575291
422 35 6 227.378889 237.929916
423 26 6 140.476355 150.402993
424 12 6 142.909754 178.561410
425 30 6 227.574206 241.657175
426 30 6 143.834542 178.619689
427 20 6 230.420440 268.886913
428 18 6 144.361192 183.707810
429 28 6 233.249982 264.781665
430 29 6 144.754235 163.510695
431 32 6 330.550774 354.845704
432 24 6 144.792096 164.679880
433 17 6 145.128181 189.301186
434 9 6 145.306723 193.267979
435 10 6 145.598590 154.134563
436 11 6 324.466548 328.150091
437 7 6 145.729917 149.592806
438 23 6 145.917489 167.778132
439 26 6 304.546650 312.750334
440 3 6 235.253377 246.126367
441 26 6 235.949617 266.274090
442 16 6 275.962719 314.558548
443 2 6 145.969857 157.536673
444 21 6 276.083679 301.449160
445 34 6 305.705662 333.997630
446 8 6 148.080902 150.114309
447 18 6 236.791895 272.877454
448 7 6 237.317240 254.961314
449 25 6 148.739865 171.658069
450 5 6 148.895128 175.268671
451 1 6 149.199125 189.569008
452 27 6 237.656240 241.928669
453 7 6 149.592806 172.253159
454 8 6 150.114309 190.205142
455 26 6 150.402993 179.556061
456 16 6 153.934237 167.538246
457 4 6 307.018506 350.518474
458 10 6 154.134563 189.002128
459 35 6 154.562895 179.954585
